# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
87 0 1 0 10000 0 false
87 0 2 0 10000 0 false
87 0 3 0 10000 0 false
120 0 4 0 10000 0 false
120 0 5 0 10000 0 false
121 0 6 0 10000 0 false
121 0 7 0 10000 0 false
139 0 8 0 10000 0 false
139 0 9 0 10000 0 false
139 0 10 0 10000 0 false
139 0 11 0 10000 0 false
180 0 12 0 10000 0 false
180 0 13 0 10000 0 false
180 0 14 0 10000 0 false
180 0 15 0 10000 0 false
229 0 16 0 10000 0 false
229 0 17 0 10000 0 false
229 0 18 0 10000 0 false
229 0 19 0 10000 0 false
265 0 20 0 10000 0 false
265 0 21 0 10000 0 false
265 0 22 0 10000 0 false
265 0 23 0 10000 0 false
285 0 24 0 10000 0 false
285 0 25 0 10000 0 false
285 0 26 0 10000 0 false
285 0 27 0 10000 0 false
307 0 28 0 10000 0 false
307 0 29 0 10000 0 false
307 0 30 0 10000 0 false
307 0 31 0 10000 0 false
328 0 32 0 10000 0 false
328 0 33 0 10000 0 false
328 0 34 0 10000 0 false
328 0 35 0 10000 0 false
357 0 36 0 10000 0 false
357 0 37 0 10000 0 false
357 0 38 0 10000 0 false
357 0 39 0 10000 0 false
378 0 40 0 10000 0 false
378 0 41 0 10000 0 false
378 0 42 0 10000 0 false
378 0 43 0 10000 0 false
394 0 44 1 10000 1 false
394 0 45 1 10000 1 false
394 0 46 1 10000 1 false
394 0 47 1 10000 1 false
410 0 48 1 10000 1 false
410 0 49 1 10000 1 false
410 0 50 1 10000 1 false
410 0 51 1 10000 1 false
425 0 52 1 10000 1 false
425 0 53 1 10000 1 false
425 0 54 1 10000 1 false
425 0 55 1 10000 1 false
441 0 56 0 10000 0 false
441 0 57 0 10000 0 false
441 0 58 0 10000 0 false
441 0 59 0 10000 0 false
458 0 60 0 10000 0 false
458 0 61 0 10000 0 false
459 0 62 0 10000 0 false
459 0 63 0 10000 0 false
474 0 64 0 10000 0 false
474 0 65 0 10000 0 false
474 0 66 0 10000 0 false
474 0 67 0 10000 0 false
490 0 68 0 10000 0 false
491 0 69 0 10000 0 false
491 0 70 0 10000 0 false
491 0 71 0 10000 0 false
508 0 72 0 10000 0 false
508 0 73 0 10000 0 false
508 0 74 0 10000 0 false
509 0 75 0 10000 0 false
533 0 76 0 10000 0 false
533 0 77 0 10000 0 false
533 0 78 0 10000 0 false
533 0 79 0 10000 0 false
554 0 80 0 10000 0 false
554 0 81 0 10000 0 false
554 0 82 0 10000 0 false
554 0 83 0 10000 0 false
588 0 84 1 10000 1 false
588 0 85 1 10000 1 false
588 0 86 1 10000 1 false
588 0 87 1 10000 1 false
615 0 88 1 10000 1 false
616 0 89 1 10000 1 false
616 0 90 1 10000 1 false
616 0 91 1 10000 1 false
633 0 92 1 10000 1 false
633 0 93 1 10000 1 false
633 0 94 1 10000 1 false
633 0 95 1 10000 1 false
648 0 96 1 10000 1 false
648 0 97 1 10000 1 false
648 0 98 1 10000 1 false
648 0 99 1 10000 1 false
664 0 100 2 10000 2 false
664 0 101 2 10000 2 false
664 0 102 2 10000 2 false
664 0 103 2 10000 2 false
683 0 104 1 10000 1 false
683 0 105 1 10000 1 false
683 0 106 1 10000 1 false
683 0 107 1 10000 1 false
706 0 108 0 10000 1 false
706 0 109 0 10000 1 false
706 0 110 0 10000 1 false
706 0 111 0 10000 1 false
729 0 112 1 10000 1 false
729 0 113 1 10000 1 false
729 0 114 1 10000 1 false
729 0 115 1 10000 1 false
747 0 116 0 10000 0 false
747 0 117 0 10000 0 false
747 0 118 0 10000 0 false
747 0 119 0 10000 0 false
763 0 120 0 10000 0 false
763 0 121 0 10000 0 false
763 0 122 0 10000 0 false
763 0 123 0 10000 0 false
779 0 124 0 10000 0 false
779 0 125 0 10000 0 false
779 0 126 0 10000 0 false
779 0 127 0 10000 0 false
794 0 128 0 10000 0 false
794 0 129 0 10000 0 false
794 0 130 0 10000 0 false
794 0 131 0 10000 0 false
810 0 132 0 10000 0 false
810 0 133 0 10000 0 false
810 0 134 0 10000 0 false
810 0 135 0 10000 0 false
828 0 136 0 10000 0 false
828 0 137 0 10000 0 false
828 0 138 0 10000 0 false
828 0 139 0 10000 0 false
847 0 140 0 10000 0 false
847 0 141 0 10000 0 false
847 0 142 0 10000 0 false
847 0 143 0 10000 0 false
864 0 144 0 10000 0 false
864 0 145 0 10000 0 false
864 0 146 0 10000 0 false
864 0 147 0 10000 0 false
880 0 148 0 10000 0 false
880 0 149 0 10000 0 false
880 0 150 0 10000 0 false
