# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
38 0 1 0 10000 0 false
48 0 2 0 10000 0 false
48 0 3 0 10000 0 false
55 0 4 0 2 0 false
55 0 5 0 2 0 false
62 0 6 0 10000 0 false
62 0 7 0 10000 0 false
71 0 8 0 0 0 false
71 0 9 0 0 0 false
76 0 10 0 0 0 false
76 0 11 0 0 0 false
80 0 12 0 0 0 false
80 0 13 0 0 0 false
83 0 14 0 0 0 false
83 0 15 0 0 0 false
87 0 16 0 0 0 false
87 0 17 0 0 0 false
90 0 18 0 0 0 false
90 0 19 0 0 0 false
92 0 20 0 0 0 false
92 0 21 0 0 0 false
93 0 22 0 0 0 false
93 0 23 0 0 0 false
94 0 24 0 0 0 false
94 0 25 0 0 0 false
