# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
86 0 1 0 10000 0 false
112 0 2 0 10000 0 false
113 0 3 0 10000 0 false
135 0 4 0 10000 0 false
135 0 5 0 10000 0 false
175 0 6 0 10000 0 false
175 0 7 0 10000 0 false
218 0 8 0 10000 0 false
218 0 9 0 10000 0 false
261 0 10 0 10000 0 false
261 0 11 0 10000 0 false
281 0 12 0 10000 0 false
281 0 13 0 10000 0 false
303 0 14 0 10000 0 false
303 0 15 0 10000 0 false
325 0 16 0 10000 0 false
325 0 17 0 10000 0 false
352 0 18 0 10000 0 false
352 0 19 0 10000 0 false
376 0 20 0 10000 0 false
376 0 21 0 10000 0 false
391 0 22 0 10000 0 false
391 0 23 0 10000 0 false
407 0 24 0 10000 0 false
407 0 25 0 10000 0 false
422 0 26 0 10000 0 false
422 0 27 0 10000 0 false
438 0 28 1 10000 1 false
438 0 29 1 10000 1 false
456 0 30 0 10000 0 false
456 0 31 0 10000 0 false
471 0 32 0 10000 0 false
471 0 33 0 10000 0 false
487 0 34 0 10000 0 false
487 0 35 0 10000 0 false
504 0 36 0 10000 0 false
504 0 37 0 10000 0 false
529 0 38 0 10000 0 false
529 0 39 0 10000 0 false
550 0 40 0 10000 0 false
550 0 41 0 10000 0 false
583 0 42 1 10000 1 false
583 0 43 1 10000 1 false
610 0 44 0 10000 0 false
610 0 45 0 10000 0 false
630 0 46 0 10000 0 false
630 0 47 0 10000 0 false
646 0 48 0 10000 0 false
646 0 49 0 10000 0 false
662 0 50 0 10000 0 false
662 0 51 0 10000 0 false
677 0 52 0 10000 1 false
677 0 53 0 10000 1 false
702 0 54 0 10000 1 false
702 0 55 0 10000 1 false
724 0 56 0 10000 0 false
724 0 57 0 10000 0 false
744 0 58 0 10000 0 false
744 0 59 0 10000 0 false
760 0 60 0 10000 0 false
760 0 61 0 10000 0 false
776 0 62 0 10000 0 false
776 0 63 0 10000 0 false
791 0 64 0 10000 0 false
791 0 65 0 10000 0 false
807 0 66 0 10000 0 false
807 0 67 0 10000 0 false
825 0 68 0 10000 1 false
825 0 69 0 10000 1 false
844 0 70 0 10000 1 false
844 0 71 0 10000 1 false
861 0 72 0 10000 0 false
861 0 73 0 10000 0 false
877 0 74 0 10000 1 false
877 0 75 0 10000 1 false
892 0 76 0 10000 1 false
892 0 77 0 10000 1 false
908 0 78 0 10000 1 false
908 0 79 0 10000 1 false
924 0 80 0 10000 0 false
924 0 81 0 10000 0 false
942 0 82 0 10000 0 false
942 0 83 0 10000 0 false
958 0 84 0 10000 0 false
958 0 85 0 10000 0 false
973 0 86 0 10000 0 false
973 0 87 0 10000 0 false
989 0 88 0 10000 0 false
989 0 89 0 10000 0 false
1010 0 90 0 10000 0 false
1010 0 91 0 10000 0 false
1038 0 92 0 10000 0 false
1038 0 93 0 10000 0 false
1063 0 94 0 10000 0 false
1063 0 95 0 10000 0 false
1082 0 96 0 10000 0 false
1082 0 97 0 10000 0 false
1104 0 98 0 10000 0 false
1104 0 99 0 10000 0 false
1119 0 100 0 10000 0 false
1119 0 101 0 10000 0 false
1134 0 102 0 10000 0 false
1134 0 103 0 10000 0 false
1149 0 104 0 10000 0 false
1149 0 105 0 10000 0 false
1164 0 106 0 10000 0 false
1164 0 107 0 10000 0 false
1182 0 108 0 10000 0 false
1182 0 109 0 10000 0 false
1210 0 110 0 10000 0 false
1210 0 111 0 10000 0 false
1241 0 112 0 10000 0 false
1241 0 113 0 10000 0 false
1273 0 114 0 10000 0 false
1274 0 115 0 10000 0 false
1295 0 116 0 10000 0 false
1295 0 117 0 10000 0 false
1313 0 118 0 10000 0 false
1313 0 119 0 10000 0 false
1329 0 120 0 10000 0 false
1329 0 121 0 10000 0 false
1346 0 122 0 10000 0 false
1346 0 123 0 10000 0 false
1364 0 124 0 10000 0 false
1364 0 125 0 10000 0 false
1383 0 126 0 10000 1 false
1383 0 127 0 10000 1 false
1399 0 128 0 10000 0 false
1399 0 129 0 10000 0 false
1415 0 130 0 10000 0 false
1415 0 131 0 10000 0 false
