# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
90 0 1 0 10000 0 false
90 0 2 0 10000 0 false
90 0 3 0 10000 0 false
129 0 4 0 10000 0 false
129 0 5 0 10000 0 false
129 0 6 0 10000 0 false
129 0 7 0 10000 0 false
162 0 8 0 10000 0 false
162 0 9 0 10000 0 false
162 0 10 0 10000 0 false
162 0 11 0 10000 0 false
200 0 12 0 10000 0 false
200 0 13 0 10000 0 false
200 0 14 0 10000 0 false
200 0 15 0 10000 0 false
247 0 16 0 10000 0 false
247 0 17 0 10000 0 false
247 0 18 0 10000 0 false
247 0 19 0 10000 0 false
274 0 20 1 10000 1 false
274 0 21 1 10000 1 false
274 0 22 1 10000 1 false
274 0 23 1 10000 1 false
295 0 24 1 10000 1 false
295 0 25 1 10000 1 false
295 0 26 1 10000 1 false
295 0 27 1 10000 1 false
316 0 28 1 10000 1 false
316 0 29 1 10000 1 false
316 0 30 1 10000 1 false
316 0 31 1 10000 1 false
341 0 32 1 10000 1 false
342 0 33 1 10000 1 false
342 0 34 1 10000 1 false
342 0 35 1 10000 1 false
369 0 36 0 10000 0 false
369 0 37 0 10000 0 false
369 0 38 0 10000 0 false
369 0 39 0 10000 0 false
385 0 40 2 10000 2 false
385 0 41 2 10000 2 false
385 0 42 2 10000 2 false
385 0 43 2 10000 2 false
401 0 44 2 10000 2 false
401 0 45 2 10000 2 false
401 0 46 2 10000 2 false
401 0 47 2 10000 2 false
416 0 48 2 10000 2 false
416 0 49 2 10000 2 false
416 0 50 2 10000 2 false
416 0 51 2 10000 2 false
432 0 52 2 10000 2 false
432 0 53 2 10000 2 false
432 0 54 2 10000 2 false
432 0 55 2 10000 2 false
448 0 56 1 10000 1 false
448 0 57 1 10000 1 false
448 0 58 1 10000 1 false
448 0 59 1 10000 1 false
465 0 60 0 10000 0 false
465 0 61 0 10000 0 false
465 0 62 0 10000 0 false
465 0 63 0 10000 0 false
481 0 64 1 10000 1 false
481 0 65 1 10000 1 false
481 0 66 1 10000 1 false
481 0 67 1 10000 1 false
498 0 68 1 10000 1 false
498 0 69 1 10000 1 false
498 0 70 1 10000 1 false
498 0 71 1 10000 1 false
519 0 72 0 10000 0 false
519 0 73 0 10000 0 false
519 0 74 0 10000 0 false
519 0 75 0 10000 0 false
542 0 76 1 10000 1 false
542 0 77 1 10000 1 false
542 0 78 1 10000 1 false
542 0 79 1 10000 1 false
570 0 80 1 10000 1 false
570 0 81 1 10000 1 false
570 0 82 1 10000 1 false
570 0 83 1 10000 1 false
600 0 84 2 10000 2 false
600 0 85 2 10000 2 false
600 0 86 2 10000 2 false
600 0 87 2 10000 2 false
624 0 88 0 10000 1 false
624 0 89 0 10000 1 false
624 0 90 0 10000 1 false
624 0 91 0 10000 1 false
639 0 92 1 10000 1 false
639 0 93 1 10000 1 false
639 0 94 1 10000 1 false
639 0 95 1 10000 1 false
655 0 96 1 10000 1 false
655 0 97 1 10000 1 false
655 0 98 1 10000 1 false
655 0 99 1 10000 1 false
671 0 100 1 10000 1 false
671 0 101 1 10000 1 false
671 0 102 1 10000 1 false
671 0 103 1 10000 1 false
693 0 104 1 10000 1 false
693 0 105 1 10000 1 false
693 0 106 1 10000 1 false
693 0 107 1 10000 1 false
716 0 108 1 10000 1 false
716 0 109 1 10000 1 false
716 0 110 1 10000 1 false
716 0 111 1 10000 1 false
738 0 112 0 10000 1 false
738 0 113 0 10000 1 false
738 0 114 0 10000 1 false
738 0 115 0 10000 1 false
754 0 116 0 10000 1 false
754 0 117 0 10000 1 false
754 0 118 0 10000 1 false
754 0 119 0 10000 1 false
770 0 120 1 10000 1 false
770 0 121 1 10000 1 false
770 0 122 1 10000 1 false
770 0 123 1 10000 1 false
785 0 124 1 10000 1 false
785 0 125 1 10000 1 false
785 0 126 1 10000 1 false
785 0 127 1 10000 1 false
