# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
125 0 1 0 0 0 false
144 0 2 0 0 0 false
189 0 3 0 0 0 false
237 0 4 0 0 0 false
269 0 5 0 0 0 false
290 0 6 0 0 0 false
311 0 7 0 0 0 false
332 0 8 0 0 0 false
363 0 9 0 0 0 false
381 0 10 0 0 0 false
397 0 11 0 0 0 false
413 0 12 1 1 1 false
428 0 13 0 0 0 false
444 0 14 0 0 0 false
462 0 15 0 0 0 false
477 0 16 0 0 0 false
494 0 17 0 0 0 false
513 0 18 1 1 1 false
537 0 19 1 1 1 false
560 0 20 0 0 0 false
594 0 21 0 0 0 false
620 0 22 0 0 0 false
636 0 23 0 0 0 false
651 0 24 1 1 1 false
667 0 25 1 1 1 false
688 0 26 0 0 0 false
710 0 27 0 0 0 false
733 0 28 0 0 0 false
750 0 29 0 0 0 false
766 0 30 0 0 0 false
782 0 31 0 0 0 false
797 0 32 0 0 0 false
815 0 33 0 0 0 false
831 0 34 0 0 0 false
851 0 35 0 0 0 false
867 0 36 0 0 0 false
882 0 37 0 0 0 false
898 0 38 1 1 1 false
914 0 39 1 1 1 false
932 0 40 0 0 0 false
948 0 41 0 0 0 false
964 0 42 1 1 1 false
979 0 43 1 1 1 false
995 0 44 0 0 0 false
1020 0 45 0 0 0 false
1049 0 46 1 1 1 false
1069 0 47 1 1 1 false
1093 0 48 0 0 0 false
1110 0 49 0 0 0 false
1125 0 50 0 0 0 false
1140 0 51 1 1 1 false
1155 0 52 1 1 1 false
1172 0 53 1 1 1 false
1189 0 54 1 1 1 false
1219 0 55 0 0 0 false
1255 0 56 0 0 0 false
1280 0 57 0 0 0 false
1302 0 58 0 0 0 false
1319 0 59 0 0 0 false
1335 0 60 0 0 0 false
1352 0 61 1 1 1 false
1370 0 62 1 1 1 false
1389 0 63 1 1 1 false
1405 0 64 1 1 1 false
1421 0 65 0 0 0 false
1437 0 66 0 0 0 false
1452 0 67 0 0 0 false
1468 0 68 0 0 0 false
1483 0 69 0 0 0 false
1499 0 70 0 0 0 false
1522 0 71 0 0 0 false
1542 0 72 0 0 0 false
1559 0 73 0 0 0 false
1580 0 74 0 0 0 false
1596 0 75 0 0 0 false
1612 0 76 0 0 0 false
1628 0 77 0 0 0 false
1643 0 78 0 0 0 false
1661 0 79 0 0 0 false
1677 0 80 0 0 0 false
1693 0 81 1 1 1 false
1710 0 82 1 1 1 false
1727 0 83 1 1 1 false
1743 0 84 0 0 0 false
1760 0 85 0 0 0 false
1776 0 86 0 0 0 false
1795 0 87 0 0 0 false
1811 0 88 0 0 0 false
1827 0 89 0 0 0 false
1844 0 90 0 0 0 false
1866 0 91 0 0 0 false
1883 0 92 0 0 0 false
1900 0 93 0 0 0 false
1917 0 94 0 0 0 false
1936 0 95 0 0 0 false
1952 0 96 0 0 0 false
1968 0 97 0 0 0 false
1984 0 98 0 0 0 false
2000 0 99 0 0 0 false
2016 0 100 0 0 0 false
2032 0 101 0 0 0 false
2048 0 102 0 0 0 false
2066 0 103 0 0 0 false
2084 0 104 1 1 1 false
2102 0 105 1 1 1 false
2118 0 106 1 1 1 false
2135 0 107 0 0 0 false
2151 0 108 0 0 0 false
2167 0 109 0 0 0 false
2183 0 110 0 0 0 false
2203 0 111 0 0 0 false
2224 0 112 0 0 0 false
2240 0 113 0 0 0 false
2257 0 114 0 0 0 false
2274 0 115 0 0 0 false
2290 0 116 0 0 0 false
2307 0 117 0 0 0 false
2326 0 118 1 1 1 false
2343 0 119 1 1 1 false
2359 0 120 1 1 1 false
2376 0 121 1 1 1 false
2392 0 122 0 0 0 false
2409 0 123 0 0 0 false
2425 0 124 0 0 0 false
2442 0 125 0 0 0 false
2460 0 126 0 0 0 false
2476 0 127 0 0 0 false
2493 0 128 0 0 0 false
2509 0 129 0 0 0 false
2538 0 130 0 0 0 false
2566 0 131 0 0 0 false
2583 0 132 0 0 0 false
2600 0 133 0 0 0 false
2617 0 134 0 0 0 false
2634 0 135 0 0 0 false
2650 0 136 0 0 0 false
2666 0 137 0 0 0 false
2683 0 138 0 0 0 false
2699 0 139 0 0 0 false
2715 0 140 0 0 0 false
2731 0 141 0 0 0 false
2749 0 142 0 0 0 false
2766 0 143 0 0 0 false
2782 0 144 0 0 0 false
2799 0 145 0 0 0 false
2815 0 146 0 0 0 false
2831 0 147 0 0 0 false
2848 0 148 0 0 0 false
2865 0 149 0 0 0 false
2883 0 150 0 0 0 false
2905 0 151 0 0 0 false
2922 0 152 0 0 0 false
2939 0 153 0 0 0 false
2956 0 154 0 0 0 false
2973 0 155 0 0 0 false
2990 0 156 0 0 0 false
3008 0 157 0 0 0 false
3026 0 158 0 0 0 false
3043 0 159 0 0 0 false
3060 0 160 0 0 0 false
3078 0 161 0 0 0 false
3095 0 162 0 0 0 false
3112 0 163 0 0 0 false
3131 0 164 0 0 0 false
3148 0 165 0 0 0 false
3165 0 166 1 1 1 false
3183 0 167 1 1 1 false
3200 0 168 0 0 0 false
3219 0 169 0 0 0 false
3239 0 170 0 0 0 false
3256 0 171 0 0 0 false
3274 0 172 0 0 0 false
3292 0 173 0 0 0 false
3309 0 174 0 0 0 false
3326 0 175 0 0 0 false
3344 0 176 0 0 0 false
3362 0 177 0 0 0 false
3380 0 178 0 0 0 false
3399 0 179 0 0 0 false
3416 0 180 0 0 0 false
3434 0 181 0 0 0 false
3452 0 182 0 0 0 false
3469 0 183 0 0 0 false
3486 0 184 0 0 0 false
3503 0 185 0 0 0 false
3524 0 186 0 0 0 false
3541 0 187 0 0 0 false
3566 0 188 0 0 0 false
3589 0 189 0 0 0 false
3606 0 190 0 0 0 false
3623 0 191 1 1 1 false
3640 0 192 1 1 1 false
3659 0 193 1 1 1 false
3675 0 194 1 1 1 false
3693 0 195 0 0 0 false
3709 0 196 0 0 0 false
3726 0 197 0 0 0 false
3743 0 198 0 0 0 false
3760 0 199 1 1 1 false
3778 0 200 0 0 0 false
3796 0 201 0 0 0 false
3814 0 202 0 0 0 false
3831 0 203 0 0 0 false
3848 0 204 1 1 1 false
3865 0 205 0 0 0 false
3883 0 206 0 0 0 false
3903 0 207 0 0 0 false
3924 0 208 0 0 0 false
3941 0 209 0 0 0 false
3958 0 210 0 0 0 false
3975 0 211 0 0 0 false
3992 0 212 0 0 0 false
4008 0 213 0 0 0 false
