# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
86 0 1 0 10000 0 false
109 0 2 0 10000 0 false
109 0 3 0 10000 0 false
134 0 4 0 10000 0 false
134 0 5 0 10000 0 false
173 0 6 0 10000 0 false
173 0 7 0 10000 0 false
212 0 8 0 10000 0 false
212 0 9 0 10000 0 false
259 0 10 1 10000 1 false
259 0 11 1 10000 1 false
280 0 12 0 10000 0 false
280 0 13 0 10000 0 false
302 0 14 0 10000 0 false
302 0 15 0 10000 0 false
323 0 16 0 10000 1 false
323 0 17 0 10000 1 false
350 0 18 0 4 0 false
350 0 19 0 4 0 false
375 0 20 0 2 0 false
375 0 21 0 2 0 false
390 0 22 0 0 0 false
390 0 23 0 0 0 false
405 0 24 1 10000 1 false
405 0 25 1 10000 1 false
421 0 26 1 1 1 false
421 0 27 1 1 1 false
437 0 28 1 10000 1 false
437 0 29 1 10000 1 false
454 0 30 1 10000 1 false
454 0 31 1 10000 1 false
470 0 32 0 10000 1 false
470 0 33 0 10000 1 false
486 0 34 0 10000 0 false
486 0 35 0 10000 0 false
502 0 36 0 10000 1 false
502 0 37 0 10000 1 false
527 0 38 0 2 0 false
527 0 39 0 2 0 false
548 0 40 0 1 1 false
548 0 41 0 1 1 false
580 0 42 0 10000 0 false
580 0 43 0 10000 0 false
608 0 44 0 10000 0 false
608 0 45 0 10000 0 false
629 0 46 0 0 0 false
629 0 47 0 0 0 false
644 0 48 1 2 1 false
644 0 49 1 2 1 false
660 0 50 1 2 1 false
660 0 51 1 2 1 false
676 0 52 0 10000 0 false
676 0 53 0 10000 0 false
700 0 54 0 10000 0 false
700 0 55 0 10000 0 false
722 0 56 1 2 1 false
722 0 57 1 2 1 false
743 0 58 1 2 1 false
743 0 59 1 2 1 false
759 0 60 1 2 1 false
759 0 61 1 2 1 false
775 0 62 0 10000 0 false
775 0 63 0 10000 0 false
790 0 64 0 10000 0 false
790 0 65 0 10000 0 false
806 0 66 1 10000 1 false
806 0 67 1 10000 1 false
823 0 68 0 10000 0 false
823 0 69 0 10000 0 false
842 0 70 1 1 1 false
842 0 71 1 1 1 false
859 0 72 0 1 1 false
859 0 73 0 1 1 false
875 0 74 0 10000 0 false
875 0 75 0 10000 0 false
891 0 76 0 10000 0 false
891 0 77 0 10000 0 false
907 0 78 1 3 1 false
907 0 79 1 3 1 false
922 0 80 1 10000 1 false
922 0 81 1 10000 1 false
940 0 82 0 10000 0 false
940 0 83 0 10000 0 false
956 0 84 0 10000 0 false
956 0 85 0 10000 0 false
972 0 86 0 10000 0 false
972 0 87 0 10000 0 false
987 0 88 0 10000 0 false
987 0 89 0 10000 0 false
1007 0 90 1 2 1 false
1007 0 91 1 2 1 false
1035 0 92 0 3 0 false
1035 0 93 0 3 0 false
1061 0 94 0 10000 0 false
1061 0 95 0 10000 0 false
1080 0 96 1 10000 1 false
1080 0 97 1 10000 1 false
1102 0 98 1 3 1 false
1102 0 99 1 3 1 false
1118 0 100 0 10000 0 false
1118 0 101 0 10000 0 false
1133 0 102 0 10000 0 false
1133 0 103 0 10000 0 false
1148 0 104 0 10000 0 false
1148 0 105 0 10000 0 false
1163 0 106 0 1 0 false
1163 0 107 0 1 0 false
1180 0 108 0 10000 0 false
