# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
87 0 1 0 10000 0 false
87 0 2 0 10000 0 false
117 0 3 0 10000 0 false
117 0 4 0 10000 0 false
117 0 5 0 10000 0 false
137 0 6 0 10000 0 false
137 0 7 0 10000 0 false
137 0 8 0 10000 0 false
178 0 9 0 10000 0 false
178 0 10 0 10000 0 false
178 0 11 0 10000 0 false
225 0 12 1 10000 1 false
225 0 13 1 10000 1 false
225 0 14 1 10000 1 false
263 0 15 1 10000 1 false
263 0 16 1 10000 1 false
263 0 17 1 10000 1 false
284 0 18 1 10000 1 false
284 0 19 1 10000 1 false
284 0 20 1 10000 1 false
305 0 21 1 10000 1 false
305 0 22 1 10000 1 false
306 0 23 1 10000 1 false
327 0 24 1 10000 1 false
327 0 25 1 10000 1 false
327 0 26 1 10000 1 false
355 0 27 1 10000 1 false
355 0 28 1 10000 1 false
355 0 29 1 10000 1 false
377 0 30 0 10000 0 false
377 0 31 0 10000 0 false
377 0 32 0 10000 0 false
393 0 33 0 10000 0 false
393 0 34 0 10000 0 false
393 0 35 0 10000 0 false
408 0 36 1 10000 1 false
408 0 37 1 10000 1 false
408 0 38 1 10000 1 false
424 0 39 1 10000 1 false
424 0 40 1 10000 1 false
424 0 41 1 10000 1 false
440 0 42 1 10000 1 false
440 0 43 1 10000 1 false
440 0 44 1 10000 1 false
457 0 45 1 10000 1 false
457 0 46 1 10000 1 false
457 0 47 1 10000 1 false
473 0 48 2 10000 2 false
473 0 49 2 10000 2 false
473 0 50 2 10000 2 false
489 0 51 2 10000 2 false
489 0 52 2 10000 2 false
489 0 53 2 10000 2 false
506 0 54 1 10000 1 false
506 0 55 1 10000 1 false
506 0 56 1 10000 1 false
531 0 57 1 10000 1 false
531 0 58 1 10000 1 false
531 0 59 1 10000 1 false
552 0 60 0 10000 0 false
552 0 61 0 10000 0 false
552 0 62 0 10000 0 false
586 0 63 0 10000 0 false
586 0 64 0 10000 0 false
586 0 65 0 10000 0 false
613 0 66 1 10000 1 false
613 0 67 1 10000 1 false
613 0 68 1 10000 1 false
631 0 69 1 10000 1 false
631 0 70 1 10000 1 false
631 0 71 1 10000 1 false
647 0 72 0 10000 0 false
647 0 73 0 10000 0 false
647 0 74 0 10000 0 false
663 0 75 1 10000 1 false
663 0 76 1 10000 1 false
663 0 77 1 10000 1 false
679 0 78 1 10000 1 false
679 0 79 1 10000 1 false
679 0 80 1 10000 1 false
704 0 81 0 10000 1 false
704 0 82 0 10000 1 false
704 0 83 0 10000 1 false
726 0 84 0 10000 1 false
727 0 85 0 10000 1 false
727 0 86 0 10000 1 false
746 0 87 1 10000 1 false
746 0 88 1 10000 1 false
746 0 89 1 10000 1 false
762 0 90 1 10000 1 false
762 0 91 1 10000 1 false
762 0 92 1 10000 1 false
778 0 93 1 10000 1 false
778 0 94 1 10000 1 false
778 0 95 1 10000 1 false
793 0 96 1 10000 1 false
793 0 97 1 10000 1 false
793 0 98 1 10000 1 false
809 0 99 2 10000 2 false
809 0 100 2 10000 2 false
809 0 101 2 10000 2 false
826 0 102 2 10000 2 false
826 0 103 2 10000 2 false
826 0 104 2 10000 2 false
845 0 105 2 10000 2 false
845 0 106 2 10000 2 false
845 0 107 2 10000 2 false
862 0 108 0 10000 0 false
862 0 109 0 10000 0 false
862 0 110 0 10000 0 false
878 0 111 0 10000 0 false
878 0 112 0 10000 0 false
878 0 113 0 10000 0 false
894 0 114 1 10000 1 false
894 0 115 1 10000 1 false
894 0 116 1 10000 1 false
910 0 117 0 10000 0 false
910 0 118 0 10000 0 false
910 0 119 0 10000 0 false
925 0 120 2 10000 2 false
925 0 121 2 10000 2 false
925 0 122 2 10000 2 false
943 0 123 2 10000 2 false
943 0 124 2 10000 2 false
943 0 125 2 10000 2 false
959 0 126 0 10000 0 false
959 0 127 0 10000 0 false
959 0 128 0 10000 0 false
975 0 129 1 10000 1 false
975 0 130 1 10000 1 false
975 0 131 1 10000 1 false
990 0 132 1 10000 1 false
990 0 133 1 10000 1 false
990 0 134 1 10000 1 false
1013 0 135 1 10000 1 false
1013 0 136 1 10000 1 false
1013 0 137 1 10000 1 false
1041 0 138 1 10000 1 false
1041 0 139 1 10000 1 false
1041 0 140 1 10000 1 false
1064 0 141 1 10000 1 false
1064 0 142 1 10000 1 false
1064 0 143 1 10000 1 false
1084 0 144 1 10000 1 false
1084 0 145 1 10000 1 false
1084 0 146 1 10000 1 false
1105 0 147 1 10000 1 false
1105 0 148 1 10000 1 false
1105 0 149 1 10000 1 false
