# <time> <cycles> <totalmsg> <LB> <UB> <THRESHOLD> <iWantToTerminate>
86 0 1 0 10000 0 false
86 0 2 0 10000 0 false
86 0 3 0 10000 0 false
86 0 4 0 10000 0 false
110 0 5 0 10000 0 false
110 0 6 0 10000 0 false
110 0 7 0 10000 0 false
110 0 8 0 10000 0 false
110 0 9 0 10000 0 false
134 0 10 0 10000 0 false
134 0 11 0 10000 0 false
134 0 12 0 10000 0 false
134 0 13 0 10000 0 false
134 0 14 0 10000 0 false
174 0 15 0 10000 0 false
174 0 16 0 10000 0 false
174 0 17 0 10000 0 false
174 0 18 0 10000 0 false
174 0 19 0 10000 0 false
214 0 20 0 10000 0 false
215 0 21 0 10000 0 false
215 0 22 0 10000 0 false
215 0 23 0 10000 0 false
215 0 24 0 10000 0 false
260 0 25 1 10000 1 false
260 0 26 1 10000 1 false
260 0 27 1 10000 1 false
260 0 28 1 10000 1 false
260 0 29 1 10000 1 false
281 0 30 1 10000 1 false
281 0 31 1 10000 1 false
281 0 32 1 10000 1 false
281 0 33 1 10000 1 false
281 0 34 1 10000 1 false
302 0 35 1 10000 1 false
302 0 36 1 10000 1 false
302 0 37 1 10000 1 false
302 0 38 1 10000 1 false
302 0 39 1 10000 1 false
324 0 40 1 10000 1 false
324 0 41 1 10000 1 false
324 0 42 1 10000 1 false
324 0 43 1 10000 1 false
324 0 44 1 10000 1 false
351 0 45 0 10000 0 false
351 0 46 0 10000 0 false
351 0 47 0 10000 0 false
351 0 48 0 10000 0 false
351 0 49 0 10000 0 false
375 0 50 0 10000 0 false
375 0 51 0 10000 0 false
375 0 52 0 10000 0 false
375 0 53 0 10000 0 false
375 0 54 0 10000 0 false
390 0 55 0 10000 0 false
390 0 56 0 10000 0 false
390 0 57 0 10000 0 false
390 0 58 0 10000 0 false
390 0 59 0 10000 0 false
406 0 60 0 10000 0 false
406 0 61 0 10000 0 false
406 0 62 0 10000 0 false
406 0 63 0 10000 0 false
406 0 64 0 10000 0 false
421 0 65 0 10000 0 false
421 0 66 0 10000 0 false
421 0 67 0 10000 0 false
421 0 68 0 10000 0 false
421 0 69 0 10000 0 false
437 0 70 0 10000 0 false
437 0 71 0 10000 0 false
437 0 72 0 10000 0 false
437 0 73 0 10000 0 false
437 0 74 0 10000 0 false
455 0 75 1 10000 1 false
455 0 76 1 10000 1 false
455 0 77 1 10000 1 false
455 0 78 1 10000 1 false
455 0 79 1 10000 1 false
470 0 80 1 10000 1 false
470 0 81 1 10000 1 false
470 0 82 1 10000 1 false
470 0 83 1 10000 1 false
470 0 84 1 10000 1 false
486 0 85 1 10000 1 false
486 0 86 1 10000 1 false
486 0 87 1 10000 1 false
486 0 88 1 10000 1 false
486 0 89 1 10000 1 false
503 0 90 1 10000 1 false
503 0 91 1 10000 1 false
503 0 92 1 10000 1 false
503 0 93 1 10000 1 false
503 0 94 1 10000 1 false
528 0 95 0 10000 0 false
528 0 96 0 10000 0 false
528 0 97 0 10000 0 false
528 0 98 0 10000 0 false
528 0 99 0 10000 0 false
548 0 100 0 10000 0 false
548 0 101 0 10000 0 false
548 0 102 0 10000 0 false
549 0 103 0 10000 0 false
549 0 104 0 10000 0 false
580 0 105 0 10000 0 false
580 0 106 0 10000 0 false
580 0 107 0 10000 0 false
580 0 108 0 10000 0 false
580 0 109 0 10000 0 false
609 0 110 0 10000 0 false
609 0 111 0 10000 0 false
609 0 112 0 10000 0 false
609 0 113 0 10000 0 false
609 0 114 0 10000 0 false
629 0 115 0 10000 0 false
629 0 116 0 10000 0 false
629 0 117 0 10000 0 false
629 0 118 0 10000 0 false
629 0 119 0 10000 0 false
644 0 120 0 10000 0 false
644 0 121 0 10000 0 false
644 0 122 0 10000 0 false
644 0 123 0 10000 0 false
645 0 124 0 10000 0 false
661 0 125 1 10000 1 false
661 0 126 1 10000 1 false
661 0 127 1 10000 1 false
661 0 128 1 10000 1 false
661 0 129 1 10000 1 false
676 0 130 1 10000 1 false
676 0 131 1 10000 1 false
676 0 132 1 10000 1 false
676 0 133 1 10000 1 false
676 0 134 1 10000 1 false
700 0 135 1 10000 1 false
700 0 136 1 10000 1 false
700 0 137 1 10000 1 false
700 0 138 1 10000 1 false
700 0 139 1 10000 1 false
723 0 140 0 10000 0 false
723 0 141 0 10000 0 false
723 0 142 0 10000 0 false
723 0 143 0 10000 0 false
723 0 144 0 10000 0 false
743 0 145 1 10000 1 false
743 0 146 1 10000 1 false
743 0 147 1 10000 1 false
743 0 148 1 10000 1 false
743 0 149 1 10000 1 false
759 0 150 1 10000 1 false
759 0 151 1 10000 1 false
759 0 152 1 10000 1 false
759 0 153 1 10000 1 false
759 0 154 1 10000 1 false
775 0 155 0 10000 0 false
775 0 156 0 10000 0 false
775 0 157 0 10000 0 false
775 0 158 0 10000 0 false
775 0 159 0 10000 0 false
790 0 160 0 10000 0 false
790 0 161 0 10000 0 false
790 0 162 0 10000 0 false
790 0 163 0 10000 0 false
790 0 164 0 10000 0 false
806 0 165 0 10000 0 false
806 0 166 0 10000 0 false
806 0 167 0 10000 0 false
806 0 168 0 10000 0 false
806 0 169 0 10000 0 false
824 0 170 0 10000 0 false
824 0 171 0 10000 0 false
824 0 172 0 10000 0 false
824 0 173 0 10000 0 false
824 0 174 0 10000 0 false
842 0 175 0 10000 0 false
842 0 176 0 10000 0 false
842 0 177 0 10000 0 false
842 0 178 0 10000 0 false
842 0 179 0 10000 0 false
860 0 180 0 10000 0 false
860 0 181 0 10000 0 false
860 0 182 0 10000 0 false
860 0 183 0 10000 0 false
860 0 184 0 10000 0 false
876 0 185 1 10000 1 false
876 0 186 1 10000 1 false
876 0 187 1 10000 1 false
876 0 188 1 10000 1 false
876 0 189 1 10000 1 false
891 0 190 1 10000 1 false
891 0 191 1 10000 1 false
891 0 192 1 10000 1 false
891 0 193 1 10000 1 false
891 0 194 1 10000 1 false
907 0 195 0 10000 0 false
907 0 196 0 10000 0 false
907 0 197 0 10000 0 false
907 0 198 0 10000 0 false
907 0 199 0 10000 0 false
923 0 200 0 10000 0 false
923 0 201 0 10000 0 false
923 0 202 0 10000 0 false
923 0 203 0 10000 0 false
923 0 204 0 10000 0 false
941 0 205 0 10000 0 false
941 0 206 0 10000 0 false
941 0 207 0 10000 0 false
941 0 208 0 10000 0 false
941 0 209 0 10000 0 false
957 0 210 0 10000 0 false
957 0 211 0 10000 0 false
957 0 212 0 10000 0 false
957 0 213 0 10000 0 false
957 0 214 0 10000 0 false
972 0 215 0 10000 0 false
972 0 216 0 10000 0 false
972 0 217 0 10000 0 false
972 0 218 0 10000 0 false
972 0 219 0 10000 0 false
988 0 220 0 10000 0 false
988 0 221 0 10000 0 false
988 0 222 0 10000 0 false
988 0 223 0 10000 0 false
988 0 224 0 10000 0 false
1008 0 225 0 10000 0 false
1008 0 226 0 10000 0 false
1008 0 227 0 10000 0 false
1008 0 228 0 10000 0 false
1008 0 229 0 10000 0 false
1036 0 230 0 10000 0 false
1036 0 231 0 10000 0 false
1036 0 232 0 10000 0 false
1036 0 233 0 10000 0 false
1036 0 234 0 10000 0 false
1062 0 235 0 10000 0 false
1062 0 236 0 10000 0 false
1062 0 237 0 10000 0 false
1062 0 238 0 10000 0 false
1062 0 239 0 10000 0 false
1080 0 240 0 10000 0 false
1080 0 241 0 10000 0 false
1080 0 242 0 10000 0 false
1080 0 243 0 10000 0 false
1080 0 244 0 10000 0 false
1103 0 245 0 10000 0 false
1103 0 246 0 10000 0 false
1103 0 247 0 10000 0 false
1103 0 248 0 10000 0 false
1103 0 249 0 10000 0 false
1118 0 250 0 10000 0 false
1118 0 251 0 10000 0 false
1118 0 252 0 10000 0 false
1118 0 253 0 10000 0 false
1118 0 254 0 10000 0 false
1133 0 255 0 10000 0 false
1133 0 256 0 10000 0 false
1133 0 257 0 10000 0 false
1133 0 258 0 10000 0 false
1133 0 259 0 10000 0 false
1148 0 260 0 10000 0 false
1148 0 261 0 10000 0 false
1148 0 262 0 10000 0 false
1148 0 263 0 10000 0 false
1148 0 264 0 10000 0 false
1163 0 265 0 10000 0 false
1163 0 266 0 10000 0 false
1163 0 267 0 10000 0 false
1163 0 268 0 10000 0 false
1163 0 269 0 10000 0 false
1180 0 270 0 10000 0 false
1180 0 271 0 10000 0 false
1180 0 272 0 10000 0 false
